Index,Sentences,Sentiment
67,အောက်တိုဘာ ၃၁ရက်နေ့ တွင် ၆ ရာခိုင်နှုန်း ၌ မပြောင်းလဲရှိခဲ့သော အပြန်အလှန် ပိုင်ဆိုင်မှု နှုန်း ကို ထိန်းသိမ်းနေသော ၊ အိန္ဒိယနိုင်ငံ ၏ ဗဟိုဘဏ် သည် ပိုင်ဆိုင်မှု နှုန်း ၀.၂၅ ရာခိုင်နှုန်းမှ ၇.၂၅ ရာခိုင်နှုန်းအထိ မြင့်မားခဲ့သည် ။,Positive
68,သူ့ရဲ့ စွန့်ခွာခြင်း ဟာ ၁၉၅၈ ခုနှစ် ဒိုင်းဖန့်ဘေကာ မြေပြိုမှု ကာလအတွင်း - သူ့ရဲ့ စတင် ဖန်တီးမှု ၁၉၅၃ ခုနှစ်ကတည်းက ပရိုဂရက်ဆစ် ကွန်ဆာဗေးတစ် ကိုယ်စားလှယ်လောင်း တစ်ဦး ကို တစ်ကြိမ် တည်းသာ ရွေးချယ်ခဲ့ တဲ့ ၊ အမာခံ လက်ဝဲ ယိမ်း ဒေသ အတွင်းမှာ ဒေသတွင်း အငြင်းပွားစရာ မီးမုန်တိုင်း တစ်ခု ကို မွှေနှောက်စေခဲ့သည် ။,Negative
69,သူ သည် ကော်မတီ စုံစမ်းစစ်သူများ ကို လန်ဒန် သို့ ပို့ခြင်း အပါအဝင် စုံစမ်းစစ်ဆေး ချက်များ အတွက် အခြားနည်း ဖြင့် ပုံနှိပ် ချင်တယ် လို့ သူ မှတ်ထား သော်လည်း “ ကျွန်တော့် အကျင့် ကတော့ အဲဒီအချိန် မှာ ထိုကဲ့သို့ တစ်စုံတစ်ခု ကို ပြုလုပ်ရန် မဟုတ် “ ဟု ကွန်ရာ က ပြောခဲ့သည် ။,Positive
70,စုံစမ်းမှု ဆုံးဖြတ်ချက် သည် အထူးအခွင့်အရေး ဆုံးဖြတ်ချက် တစ်ခုဖြစ်ပြီး ဆိုလိုသည်မှာ ဥပဒေ ပြဋ္ဌာန်း ပြီးနောက် ၁၄ ရက်အတွင်း မဆောင်ရွက် ခဲ့လျှင် ညီလာခံ အဖွဲ့ဝင် သည် မဲ တစ်မဲ အတွက် လွတ်တော် သို့ တောင်းဆို ရန် စတင် ခေါင်းစဉ်တပ်ခဲ့သည် ။,Positive
71,ကော်မတီ သည် လုပ်ငန်းများ ဆက်လက် လုပ်ဆောင်မည် ဖြစ်ပြီး သြဂုတ်လ ရပ်နားချိန် မတိုင်မီ မဲပေးနိုင်ပါသည် ။,Positive
72,ခိုင်မာသော အရိုး တည်ဆောက်ခြင်း အပြင် လူ့ ခန္ဓကိုယ် အတွင်းမှာ ဗီတာမင်ဒီ ကို အများကြီး အသုံးပြုနိုင်ပါတယ် လို့ ကနေဒါနိုင်ငံ မှ မက်ဂဲ တက္ကသိုလ် ၌ အလုပ်လုပ်နေသော သိပ္ပံပညာရှင် နှစ်ယောက် က သူတို့၏ သုတေသန နှင့် တခြား သိပ္ပံပညာရှင်များ၏ သုတေသန အချက်အလက်တွေကို အမေရိကန် သိပ္ပံသတင်း မှာ ဖေါ်ပြထားပါသည် ။,Positive
73,သိပ္ပံပညာရှင်များ ဖြစ်သော လူဇ်အိထဘရမမ်ဒိုဇာ နှင့် ဂျွန်အိုက်ဝိုက် တို့ အရ ဗီတာမင်ဒီ စားခြင်း သည် ကင်ဆာ ၊ နာတာရှည် အမျိုးမျိူး ၊ ဆီးချို နှင့် တီဘီ ၊ တုတ်ကွေး နှင့် အူမကြီးရာဂါများ မှ ကြိုတင် ကာကွယ် နိုင်ခြင်း ကောင်းကျိုးများ လည်း ရရှိနိုင်ပါသည် ။,Positive
74,ဆောင်းဥတု အတွင်း သို့မဟုတ် အဲဒီနောက်ပိုင်းတွင် နေရောင်ခြည် လျော့နည်းမှု နှင့် အပြင်ထွက်ချိန် လျော့နည်းမှု ကြောင့် အထူးသဖြင့် အပူချိန် ဒေသ တွင် လူဦးရေ၏ တော်တော်များများ မှာ သူတို့၏ ခန္ဓာကိုယ် ထဲတွင် ဗီတာမင်ဒီ ၏ အဆင့် သည် ကျန်းမာရေး အတွက် အကောင်းဆုံး ပြင်းအား အောက်တွင် ရှိကြောင်း ကျွမ်းကျင်သူများ ကြားတွင် “ ကျယ်ပြန့်သော သဘောတူညီမှု ” တစ်ခု ထွက်ပေါ်လာတယ် လို့ သုတေသီများက ဆိုသည်။,Positive
75,နယူး မက်ဆီကို အုပ်ချုပ်ရေးမှူး ဟောင်း ဂယ်ရီ ဂျွန်ဆင် သည် နယ်ဗားဒါး ပြည်နယ် ၊ လတ်စ်ဗီးဂတ်စ်ရှိ စနေ လေဘာတီ အမျိုးသားညီလာခံ တွင် အမေရိကန်ပြည်ထောင်စု လေဘာတီပါတီ ၏ ၂၀၁၂ သမ္မတလောင်း လျာထားခြင်း ကို လက်ခံခဲ့သည် ။,Positive
76,ရီပါဗလီကန် ပါတီဝင် တစ်ယောက် အနေဖြင့် ၊ ဂျွန်ဆင် သည် နယူး မက်ဆီကို ရဲ့ အုပ်ချုပ်ရေးမှူး အဖြစ် ၁၉၉၄ ခုနှစ်တွင် ရွေးချယ်ခံရ ပြီး ၁၉၉၈ ခုနှစ်တွင် ပြန်လည် ရွေးချယ်ခံခဲ့ရသည် ။,Positive
77,၂၀၀၈ခုနှစ် ရီပါဗလီကန် သမ္မတလောင်း ရွေးကောက်ပွဲ အတွင်း ၊ လေဘာတီပါတီ ၏ ၁၉၉၈ ခုနှစ် သမ္မတရွေးကောက်ပွဲ လျာထားသူ ၊ အလောင်းအလျာ လွှတ်တော်အမတ် ရွန် ပေါလ် ကို ဂျွန်ဆင် က ထောက်ခံပံ့ပိုးခဲ့သည် ။,Positive
78,၂၀၁၂ ခုနှစ်တွင် ၊ ရီပါဗလီကန် ပါတီ လျာထားသူ ကို နိုင်ငံခြားရေးရာ တွင် မစွက်ဖက်ခြင်း နှင့် ဖက်ဒရယ် ဘတ်ဂျက်ကို များစွာ လျှော့ချခြင်း အခြေခံ ပေါ်တွင် ရှာဖွေ ရင်း ၊ သူ့ ကိုယ်ပိုင် သမ္မတရွေးကောက်ပွဲ မဲဆွယ်ပွဲ ကို စတင် ရန် သူ က ရွေးချယ်ခဲ့သည် ။,Positive
79,ဂျိမ်းစ် ပီ ဂရေး ကို သူ့ရဲ့ ယှဉ်ပြိုင် ဖော် အဖြစ် လျာထားရန် သူ က ပါတီ ကို အကြံပေးခဲ့သည် ကို ၊ သူတို့ က လက်ခံခဲ့ ပြီး ၊ ဂရေး ကို ဒုတိယ သမ္မတလောင်း အဖြစ် ရွေးချယ်ခဲ့သည် ။,Positive
80,ဂရေး သည် ကယ်လီဖိုးနီးယား ပြည်နယ် ၊ လိမ္မော်ရောင် ခရိုင် အတွက် အမှုစစ် တရားသူကြီး တစ်ဦး အဖြစ် ၁၉၈၃ ခုနှစ်ကတည်းက တာဝန်ထမ်းဆောင်ခဲ့သူ ၊ ဂျူရီလူကြီး တစ်ဦး ဖြစ်ပါသည်။,Positive
81,သူ သည် ၁၉၉၈ ခုနှစ်တွင် ညီလာခံ အတွက် ရီပါဗလီကန် တစ်ဦး အနေနှင့် ပါဝင်ခဲ့ ပြီး ၊ ကယ်လီဖိုးနီးယား တွင် အမေရိကန်ပြည်ထောင်စု လွှတ်တော် အတွက် လေဘာတီပါတီ ၏ ၂၀၀၄ခုနှစ် ကိုယ်စားလှယ် ဖြစ်ခဲ့သည်။,Positive
82,သူ့ရဲ့ ရေးသားချက်များ နှင့် မီဒီယာ ဖော်ပြချက်များ တွင် ၊ ဂယ်ရီ သည် မူးယစ်ဆေးဝါး ဆန့်ကျင်ရေး စစ်ပွဲများ ကို ဆန့်ကျင်ခြင်း ကို ထောက်ခံအားပေးခဲ့သည် ။,Positive
83,၂၀၀၈ခုနှစ် တွင် ၊ ပြည်နယ် ၄၅ ခု လျှို့ဝှက်မဲပေးစနစ် ပေါ်တွင် ပေါ်ပြူလာ မဲ၏၀.၄ ရာခိုင်နှုန်း ဘား က အနိုင်ရရှိခြင်း ဖြင့် လေဘာတီပါတီ ပေါ်ထွက်လာသည် ။,Positive
84,မကြာသေးမီက အများပြည်သူဆိုင်ရာ မူဝါဒ မဲဆန္ဒ စစ်တမ်း ( ပီပီပီ ) တစ်ခု က သမ္မတ ဘားရတ်အိုဘားမား နဲ့ မှန်ကန်တဲ့ ရီပါဗလီကန် ကိုယ်စားလှယ်လောင်း မစ် ရွန်မ်နေ ယှဉ်ပြိုင်ခြင်း တွင် ဂျွန်ဆင် က နိုင်ငံ ရဲ့ ၆ ရာခိုင်နှုန်း ထောက်ခံမှု ဖြင့် ရှိသည် ဟု ဖော်ပြသည်။,Positive
